상품명,색깔,카테고리,RGB,패턴재질,모양,계절,평균평점,스타일,종합점수
[La belle rose]샤로니 셔링 롱원피스,아이보리,롱원피스,"254, 255, 239",무지,셔링,여름   ,0,청순,-0.2
[La belle rose]소이 핀턱 블라우스,블랙,블라우스,"0, 0, 0",무지,핀턱,봄 가을  ,0,청순,0
[La belle rose]소이 핀턱 블라우스,아이보리,블라우스,"254, 255, 239",무지,핀턱,봄 가을  ,0,청순,0
[La belle rose]소프트 셔링블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,봄 가을  ,0,청순,0
[La belle rose]소프트 셔링블라우스,핑크,블라우스,"255, 191, 202",무지,셔링,봄 가을  ,0,청순,0
[La belle rose]시드 뷔스티에 플레어원피스(+4cm기장추가옵션),블랙,미니원피스,"0, 0, 0",골지,플레어,여름   ,0,청순,0
[La belle rose]시드 뷔스티에 플레어원피스(+4cm기장추가옵션),핑크,미니원피스,"255, 191, 202",골지,플레어,여름   ,0,청순,0
[La belle rose]시디 하트넥블라우스,블랙,블라우스,"0, 0, 0",무지,하트넥,봄 가을  ,0,청순,0
[La belle rose]시디 하트넥블라우스,스카이블루,블라우스,"171, 189, 203",무지,하트넥,봄 가을  ,0,청순,0
[La belle rose]시디 하트넥블라우스,아이보리,블라우스,"254, 255, 239",무지,하트넥,봄 가을  ,0,청순,0
[La belle rose]오라라 쉬폰 랩원피스,스카이블루,롱원피스,"163, 219, 231",무지,쉬폰,봄 가을  ,0,청순,0
[La belle rose]오라라 쉬폰 랩원피스,옐로우,롱원피스,"234, 229, 173",무지,쉬폰,봄 가을  ,0,청순,0
[La belle rose]오라라 쉬폰 랩원피스,크림,롱원피스,"240, 237, 225",무지,쉬폰,봄 가을  ,0,청순,0
[La belle rose]오라라 쉬폰 랩원피스,핑크,롱원피스,"255, 191, 202",무지,쉬폰,봄 가을  ,0,청순,0
[La belle rose]젠느 랩 롱원피스,그레이,롱원피스,"169, 169, 169",무지,랩,봄 가을  ,0,청순,0
[La belle rose]젠느 랩 롱원피스,멜란지그레이,롱원피스,"168, 168, 168",무지,랩,봄 가을  ,0,청순,0
[La belle rose]젠느 랩 롱원피스,베이지,롱원피스,"215, 177, 112",무지,랩,봄 가을  ,0,청순,0
[La belle rose]젠느 랩 롱원피스,블랙,롱원피스,"0, 0, 0",무지,랩,봄 가을  ,0,청순,0
[La belle rose]젠느 랩 롱원피스,핑크베이지,롱원피스,"204, 160, 158",무지,랩,봄 가을  ,0,청순,0
[La belle rose]코아 와이드스퀘어 5부니트,크림,니트/스웨터,"243, 229, 196",무지,스퀘어넥,여름   ,0,청순,0
[La belle rose]코아 와이드스퀘어 5부니트,핑크,니트/스웨터,"255, 191, 202",무지,스퀘어넥,여름   ,0,청순,0
[La belle rose]클릭 쫀쫀슬림핏 골지원피스,베이지,미니원피스,"214, 208, 174",골지,뷔스티에,여름   ,0,청순,-0.2
[La belle rose]클릭 쫀쫀슬림핏 골지원피스,블랙,미니원피스,"0, 0, 0",골지,뷔스티에,여름   ,0,청순,-0.2
[La belle rose]클릭 쫀쫀슬림핏 골지원피스,퍼플,미니원피스,"204, 166, 208",골지,뷔스티에,여름   ,0,청순,-0.2
[La belle rose]플로리 잔꽃 미니원피스,네이비,미니원피스,"0, 0, 129",플라워,브이넥,여름   ,0,청순,0
[La belle rose]플로리 잔꽃 미니원피스,레드,미니원피스,"194, 16, 11",플라워,브이넥,여름   ,0,청순,0
[La belle rose]픽스 여리핏 체크셔츠,아이보리,셔츠/남방,"254, 255, 239",체크,단추,봄 여름  ,0,청순,-0.05
[La belle rose]픽스 여리핏 체크셔츠,핑크,셔츠/남방,"255, 191, 202",체크,단추,봄 여름  ,0,청순,-0.05
[울45%]로쥬 카라 크롭가디건,네이비,가디건,"0, 0, 129",골지,카라,봄 가을 겨울 ,0,청순,0
[울45%]로쥬 카라 크롭가디건,크림,가디건,"230, 227, 215",골지,카라,봄 가을 겨울 ,0,청순,0
[울45%]페루 루즈핏 브이가디건,그레이,가디건,"169, 169, 169",무지,브이넥,겨울,0,청순,0
[울45%]페루 루즈핏 브이가디건,네이비,가디건,"0, 0, 129",무지,브이넥,겨울   ,0,청순,0
[울45%]페루 루즈핏 브이가디건,연베이지,가디건,"236, 237, 181",무지,브이넥,겨울   ,0,청순,0
[울50%]도리스 브이가디건,브라운,가디건,"157, 135, 75",무지,단추,겨울   ,0,청순,0
[울50%]도리스 브이가디건,크림,가디건,"230, 227, 215",무지,단추,겨울   ,0,청순,0
[울50%]로우 랩 브이니트,베이지,니트/스웨터,"223, 211, 199",무지,브이넥,겨울   ,0,청순,0
[울70%]밴프 플레어 니트스커트,베이지,니트/스웨터,"223, 211, 199",무지,플레어,겨울   ,0,청순,0
1만장 돌파??) [La belle rose]뉴트 백리본티,블랙,티셔츠,"0, 0, 0",무지,리본,여름   ,4.382352941,청순,0
1만장 돌파??) [La belle rose]뉴트 백리본티,블루,티셔츠,"0, 1, 252",무지,리본,여름   ,4.382352941,청순,0
1만장 돌파??) [La belle rose]뉴트 백리본티,아이보리,티셔츠,"254, 255, 239",무지,리본,여름   ,4.382352941,청순,0
1만장 돌파??) [La belle rose]뉴트 백리본티,핑크,티셔츠,"255, 191, 202",무지,리본,여름   ,4.382352941,청순,0
8천장돌파??) 키코 시스루랩티,베이지,티셔츠,"231, 216, 203",시스루,랩,봄 여름  ,4.382352941,청순,0
8천장돌파??) 키코 시스루랩티,스카이블루,티셔츠,"184, 214, 229",시스루,랩,봄 여름  ,4.382352941,청순,0
가넷 셔링 브이나시,베이지,민소매/나시,"238, 218, 175",무지,셔링,여름   ,4.5,청순,-0.07
가넷 셔링 브이나시,블랙,민소매/나시,"0, 0, 0",무지,셔링,여름   ,4.5,청순,-0.07
가넷 셔링 브이나시,핑크,민소매/나시,"231, 191, 192",무지,셔링,여름   ,4.5,청순,-0.07
가람 베이직 롱스커트(벨트set),스카이블루,롱스커트,"149, 197, 218",무지,트임,봄   ,5,청순,0
가람 베이직 롱스커트(벨트set),아이보리,롱스커트,"254, 255, 239",무지,트임,봄   ,5,청순,0
그로넛 헤링본 롱스커트,베이지,롱스커트,"209, 201, 161",헤링본,H라인,가을 겨울  ,4.634146341,청순,0
그로넛 헤링본 롱스커트,베이지 ,롱스커트,"209, 201, 161",헤링본,H라인,가을 겨울  ,4.634146341,청순,0
그로넛 헤링본 롱스커트,블랙,롱스커트,"0, 0, 0",헤링본,H라인,가을 겨울  ,4.634146341,청순,0
그로넛 헤링본 롱스커트,핑크,롱스커트,"0,0,0",헤링본,H라인,가을 겨울  ,4.634146341,청순,0
그리너 블라우스,베이지,블라우스,"217, 205, 173",무지,셔링,가을 겨울  ,4.56302521,청순,0
그리너 블라우스,브라운,블라우스,"161, 130, 79",무지,셔링,가을 겨울  ,4.56302521,청순,0
끌레르 머메이드스커트(기모안감),베이지,롱스커트,"209, 201, 161",무지,머메이드,겨울   ,4.733333333,청순,0
끌레르 머메이드스커트(기모안감),블랙,롱스커트,"0, 0, 0",무지,머메이드,겨울   ,4.733333333,청순,0
끌레르 머메이드스커트(기모안감),블랙 ,롱스커트,"0, 0, 0",무지,머메이드,겨울   ,4.733333333,청순,0
나엔 플레어 롱스커트,베이지,롱스커트,"209, 201, 161",무지,플레어,봄 여름  ,4.789473684,청순,-0.09
나엔 플레어 롱스커트,블랙,롱스커트,"0, 0, 0",무지,플레어,봄 여름  ,4.789473684,청순,-0.09
나엔 플레어 롱스커트,스카이블루,롱스커트,"149, 197, 218",무지,플레어,봄 여름  ,4.789473684,청순,-0.09
나엔 플레어 롱스커트,옐로우,롱스커트,"235, 231, 158",무지,플레어,봄 여름  ,4.789473684,청순,-0.09
네롤리 스퀘어원피스,민트,블라우스,"169, 224, 196",무지,스퀘어넥,여름 가을  ,4.528571429,청순,0
네롤리 스퀘어원피스,베이지,미니원피스,"214, 208, 174",무지,스퀘어넥,여름 가을  ,4.528571429,청순,0
네롤리 스퀘어원피스,베이지 ,블라우스,"217, 205, 173",무지,스퀘어넥,여름 가을  ,4.528571429,청순,0
네롤리 스퀘어원피스,블랙,미니원피스,"0, 0, 0",무지,스퀘어넥,여름 가을  ,4.528571429,청순,0
노리 셔츠 롱원피스(벨트set),스카이블루,롱원피스,"163, 219, 231",무지,스트랩,여름   ,4.25,청순,0
노버 퍼프 스퀘어티,민트,티셔츠,"170, 241, 227",무지,스퀘어넥,겨울   ,4.433566434,청순,0
노버 퍼프 스퀘어티,블랙,티셔츠,"0, 0, 0",무지,스퀘어넥,겨울   ,4.433566434,청순,0
노버 퍼프 스퀘어티,아이보리,티셔츠,"254, 255, 239",무지,스퀘어넥,겨울   ,4.433566434,청순,0
니콜 꽈배기 부클니트,베이지,니트/스웨터,"223, 211, 199",꽈배기,브이넥,가을   ,4.931034483,청순,0
다온 셔츠 롱원피스(스트랩set),베이지,롱원피스,"215, 177, 112",무지,슬릿,여름   ,5,청순,-0.41
다일 뷔스티에롱원피스,블루,롱원피스,"100, 122, 156",무지,뷔스티에,가을 겨울  ,4.738461538,청순,0
다일 뷔스티에롱원피스,블루 ,롱원피스,"100, 122, 156",무지,뷔스티에,가을 겨울  ,4.738461538,청순,0
달린 셔츠 롱원피스,네이비,롱원피스,"0, 0, 129",무지,카라,봄 가을  ,4.670634921,청순,0
달린 셔츠 롱원피스,베이지,롱원피스,"215, 177, 112",무지,카라,봄 가을  ,4.670634921,청순,0
달린 셔츠 롱원피스,소프트핑크,롱원피스,"218, 188, 188",무지,카라,봄 가을  ,4.670634921,청순,0
델리스 크롭 여리니트,라이트베이지,니트/스웨터,"225, 204, 164",시스루,크롭,봄 여름  ,4.842105263,청순,0
델리스 크롭 여리니트,블루,니트/스웨터,"37, 84, 163",시스루,크롭,봄 여름  ,4.842105263,청순,0
델리스 크롭 여리니트,카키,니트/스웨터,"135, 163, 125",시스루,크롭,봄 여름  ,4.842105263,청순,0
도도 랩블라우스,블랙,블라우스,"0, 0, 0",무지,블라우스,   ,4.684210526,청순,0
도도 랩블라우스,아이보리,블라우스,"254, 255, 239",무지,블라우스,   ,4.684210526,청순,0
도빌 핀턱체크 롱스커트,브라운,롱스커트,"99, 71, 31",체크,핀턱,겨울   ,4.615384615,청순,0
돌핀 플리츠 롱스커트,베이지,롱스커트,"209, 201, 161",무지,플리츠,봄   ,4.691588785,청순,-0.15
돌핀 플리츠 롱스커트,스카이블루,롱스커트,"149, 197, 218",무지,플리츠,봄   ,4.691588785,청순,-0.15
돌핀 플리츠 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,플리츠,봄   ,4.691588785,청순,-0.15
드나 크롭 랩니트,아이보리,니트/스웨터,"254, 255, 239",무지,크롭,가을 겨울  ,5,청순,0
드나 크롭 랩니트,카키그레이,니트/스웨터,"165, 171, 165",무지,크롭,가을 겨울  ,5,청순,0
드래곤 숄가디건,베이지,가디건,"215, 177, 112",골지,브이넥,가을   ,4.428571429,청순,0
드민 플라워 쉬폰롱원피스,올리브,롱원피스,"173, 196, 128",플라워,쉬폰,   ,4.894736842,청순,-0.28
디야 스트라이프 코튼셔츠,아이보리,셔츠/남방,"254, 255, 239",스트라이프,카라,   ,4.823529412,청순,-0.09
디야 스트라이프 코튼셔츠,크림,셔츠/남방,"242, 237, 221",스트라이프,카라,   ,4.823529412,청순,-0.09
디야 스트라이프 코튼셔츠,퍼플,셔츠/남방,"223, 202, 234",스트라이프,카라,   ,4.823529412,청순,-0.09
라미 스퀘어 블라우스,스카이블루,블라우스,"171, 189, 203",무지,스퀘어넥,봄 가을  ,5,청순,0
라민 뷔스티에 미니원피스,블랙,미니원피스,"0, 0, 0",무지,뷔스티에,여름   ,5,청순,-0.02
라민 뷔스티에 미니원피스,크림,미니원피스,"244, 243, 237",무지,뷔스티에,여름   ,5,청순,-0.02
라우니 크롭 폴라니트,그레이,니트/스웨터,"169, 169, 169",무지,폴라,겨울   ,4.857142857,청순,0
라우니 크롭 폴라니트,오트밀,니트/스웨터,"236, 234, 219",무지,폴라,겨울   ,4.857142857,청순,0
러블 여리핏 라운드니트,아이보리,니트/스웨터,"254, 255, 239",네트,라운드넥,봄 여름  ,5,청순,0
럭스 골지 랩셔링티,그레이,티셔츠,"169, 169, 169",골지,셔링,봄 여름  ,4.875,청순,0
레나 랩 블라우스,아이보리,블라우스,"254, 255, 239",무지,플레어,봄   ,4.767857143,청순,-0.14
레놀 브이랩원피스,블랙,미니원피스,"0, 0, 0",무지,랩,봄   ,4.791666667,청순,0
레놀 브이랩원피스,스카이블루,미니원피스,"145, 197, 223",무지,랩,봄   ,4.791666667,청순,0
레놀 브이랩원피스,핑크,미니원피스,"255, 191, 202",무지,랩,봄   ,4.791666667,청순,0
로니아 브이가디건,블랙,가디건,"0, 0, 0",무지,브이넥,봄   ,4.673469388,청순,0
로니아 브이가디건,스카이블루,가디건,"168, 202, 229",무지,브이넥,봄   ,4.673469388,청순,0
로니아 브이가디건,아이보리,가디건,"254, 255, 239",무지,브이넥,봄   ,4.673469388,청순,0
로니아 브이가디건,올리브,가디건,"141, 187, 137",무지,브이넥,봄   ,4.673469388,청순,0
로레앙 홀터넥 롱원피스(스트랩set),아이보리,롱원피스,"254, 255, 239",무지,밴딩,여름   ,4.625,청순,0.03
로민 플레어 롱스커트,크림,롱스커트,"242, 234, 210",무지,플레어,봄 가을  ,5,청순,0
로에 퍼프블라우스,아이보리,블라우스,"254, 255, 239",무지,퍼프,여름   ,4.428571429,청순,0
로웰 플레어롱스커트,블랙,롱스커트 ,"0, 0, 0",무지,플레어,봄 가을  ,4.5,청순,0
로즈하 플라워 스모크블라우스,아이보리,블라우스,"254, 255, 239",플라워,프릴,여름   ,5,청순,-0.08
로즈하 플라워 스모크블라우스,핑크,블라우스,"255, 191, 202",플라워,프릴,여름   ,5,청순,-0.08
로지 브이니트,핑크,니트/스웨터,"255, 191, 202",꽈배기,브이넥,가을   ,4.607142857,청순,0
로하르 플랫슈즈,베이지,단화 ,"227, 215, 185",무지,플랫,봄 가을  ,4.5,청순,0
루닌 스퀘어 퍼프미니원피스,라이트베이지,미니원피스,"233, 225, 203",무지,스퀘어넥,여름   ,4.894736842,청순,-0.06
루민 브이가디건,라이트베이지,가디건,"225, 204, 164",무지,브이넥,봄   ,4.695652174,청순,0
루민 브이가디건,스카이블루,가디건,"168, 202, 229",무지,브이넥,봄   ,4.695652174,청순,0
루세 시스루 셔링블라우스,아이보리,블라우스,"254, 255, 239",시스루,블라우스,봄   ,4.2,청순,0
루세 시스루 셔링블라우스,핑크,블라우스,"255, 191, 202",시스루,블라우스,봄   ,4.2,청순,0
룰스 플레어 미니스커트,블랙,미니스커트,"107,89,69",무지,플레어,겨울   ,4.9,청순,0
룰스 플레어 미니스커트,블랙 ,미니스커트,"0, 0, 0",무지,플레어,겨울   ,4.9,청순,0
르멜라 폴라 니트원피스(벨트set),베이지,미니원피스,"214, 208, 174",골지,폴라,겨울   ,4.53125,청순,0
르멜라 폴라 니트원피스(벨트set),블랙,미니원피스,"0, 0, 0",골지,폴라,겨울   ,4.53125,청순,0
르멜라 폴라 니트원피스(벨트set),카키,미니원피스,"133, 157, 128",골지,폴라,겨울   ,4.53125,청순,0
르벨 펌프스힐,베이지,힐,"0,0,0",무지,힐,봄 여름 가을 겨울,4.3125,청순,0
르벨 펌프스힐,브라운,힐,224219189,무지,힐,봄 여름 가을 겨울,4.3125,청순,0
르블랑 숄가디건,스카이블루,가디건,"168, 202, 229",네트,브이넥,봄 여름  ,4.777777778,청순,0
르블랑 숄가디건,아이보리,가디건,"254, 255, 239",네트,브이넥,봄 여름  ,4.777777778,청순,0
르젬므 벨벳 머메이드롱원피스,블랙,롱원피스,"0, 0, 0",벨벳,머메이드,겨울   ,4.631578947,청순,0
리보닝 트임 플레어롱스커트,아이보리,롱스커트,"254, 255, 239",무지,플레어,봄   ,4.785714286,청순,-0.05
리보닝 트임 플레어롱스커트,아이보리 ,롱스커트,"254, 255, 239",무지,플레어,봄   ,4.785714286,청순,-0.05
리에 새틴 셔츠원피스(벨트set),블루,미니원피스,"85, 121, 179",무지,카라,겨울   ,4.590163934,청순,0
리에 새틴 셔츠원피스(벨트set),아이보리,미니원피스,"254, 255, 239",무지,카라,겨울   ,4.590163934,청순,0
리올 하찌가디건,아이보리,가디건,"254, 255, 239",네트,단추,여름   ,5,청순,0
릴리앙 스모크 롱원피스,라이트베이지,롱원피스,"231, 228, 216",무지,머메이드,여름   ,4.388888889,청순,-1.88
릴리앙 스모크 롱원피스,라이트베이지,롱원피스,"163, 219, 231",무지,머메이드,여름   ,4.388888889,청순,-1.88
마드 니트가디건세트,그레이,가디건,"169, 169, 169",무지,브이넥,가을   ,5,청순,0
마렛 슬릿 골지롱원피스,브라운,롱원피스,"147, 128, 94",골지,슬릿,겨울   ,4.75,청순,0
마렛 슬릿 골지롱원피스,블랙,미디원피스,"0, 0, 0",골지,슬릿,겨울   ,4.75,청순,0
마르디 레더스커트,크림,미니스커트,"247, 241, 232",무지,A라인,겨울   ,4.684210526,청순,0
마리 뷔스티에원피스,블랙,미니원피스,"0, 0, 0",스웨이드,뷔스티에,겨울   ,4.448275862,청순,0
마리 뷔스티에원피스,블랙 ,미니원피스,"0, 0, 0",스웨이드,뷔스티에,겨울   ,4.448275862,청순,0
마에 시스루원피스(타이set),블랙,미니원피스,"0, 0, 0",시스루,H라인,가을 겨울  ,4.622222222,청순,0
마에 시스루원피스(타이set),핑크,미니원피스,"255, 191, 202",시스루,H라인,가을 겨울  ,4.622222222,청순,0
마젤라 골지 니트롱원피스,그레이,롱원피스,"169, 169, 169",골지,브이넥,겨울   ,4.536585366,청순,0
마젤라 골지 니트롱원피스,블랙,롱원피스,"0, 0, 0",골지,브이넥,겨울   ,4.536585366,청순,0
마젤라 골지 니트롱원피스,아이보리,롱원피스,"254, 255, 239",골지,브이넥,겨울   ,4.536585366,청순,0
만다린 스퀘어 롱원피스,피치,롱원피스,"230, 180, 142",무지,스퀘어넥,봄 가을  ,4.529411765,청순,0
메이딘 트임 롱스커트,블랙,롱스커트,"0, 0, 0",무지,트임,봄 여름  ,4.833333333,청순,0
메이딘 트임 롱스커트,블랙 ,롱스커트,"0, 0, 0",무지,트임,봄 여름  ,4.833333333,청순,0
메이딘 트임 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,트임,봄 여름  ,4.833333333,청순,0
메이딘 트임 롱스커트,아이보리 ,롱스커트,"254, 255, 239",무지,트임,봄 여름  ,4.833333333,청순,0
메이플 머메이드 롱스커트,베이지,롱스커트 ,"209, 201, 161",무지,머메이드,여름   ,5,청순,0
멜츠 배색 크롭가디건,스카이블루,가디건,"168, 202, 229",배색,크롭,봄 가을  ,4.862068966,청순,0
멜츠 배색 크롭가디건,핑크,가디건,"255, 191, 202",배색,크롭,봄 가을  ,4.862068966,청순,0
멜티 노카라 숏자켓,아이보리,자켓,"236, 236, 236",무지,자켓,봄 가을  ,5,청순,0
모너 언발스커트,베이지 ,미니스커트,"221, 219, 200",무지,언발,봄 가을  ,4.5625,청순,0
모너 언발스커트,블랙,미니스커트,"0, 0, 0",무지,언발,봄 가을  ,4.5625,청순,0
모너 언발스커트,아이보리,미니스커트,"254, 255, 239",무지,언발,봄 가을  ,4.5625,청순,0
모너 언발스커트,퍼플,미니스커트,"211, 191, 217",무지,언발,봄 가을  ,4.5625,청순,0
모놀로그 크랙 새틴셔츠,아이보리,셔츠/남방,"254, 255, 239",크랙,카라,봄 가을  ,4.578125,청순,-0.52
모놀로그 크랙 새틴셔츠,차콜,셔츠/남방,"71, 71, 71",크랙,카라,봄 가을  ,4.578125,청순,-0.52
모앤 물결 입술넥티,블랙,티셔츠,"0, 0, 0",골지,입술넥,봄 여름  ,4.909090909,청순,-0.07
모앤 물결 입술넥티,아이보리,티셔츠,"254, 255, 239",골지,입술넥,봄 여름  ,4.909090909,청순,-0.07
몬스 롱스커트,베이지,롱스커트 ,"209, 201, 161",무지,머메이드,봄 가을  ,4.556603774,청순,0
몬스 롱스커트,블랙,롱스커트 ,"0, 0, 0",무지,머메이드,봄 가을  ,4.556603774,청순,0
몬스 롱스커트,블랙 ,롱스커트,"0, 0, 0",무지,머메이드,봄 가을  ,4.556603774,청순,0
몬스 롱스커트,핑크,롱스커트 ,204172148,무지,머메이드,봄 가을  ,4.556603774,청순,0
뮤트 여리핏 브이니트,베이지,니트/스웨터,"223, 211, 199",골지,브이넥,봄 여름  ,4.519230769,청순,0
발렌 실키셔츠,브라운,블라우스,"161, 130, 79",무지,퍼프,봄 가을  ,4.681818182,청순,0
발렌 실키셔츠,크림베이지,셔츠/남방,"229, 227, 201",무지,퍼프,봄 가을  ,4.681818182,청순,0
베네티 클래식 트렌치코트(벨트set),뮤트베이지,코트,207202196,무지,단추,봄 가을  ,4.777777778,청순,0
베네티 클래식 트렌치코트(벨트set),블루,코트,230218192,무지,단추,봄 가을  ,4.777777778,청순,0
베네티 클래식 트렌치코트(벨트set),차콜,코트,181168149,무지,단추,봄 가을  ,4.777777778,청순,0
베리 네트 여리니트,블루,니트/스웨터,"37, 84, 163",네트,라운드넥,봄   ,4.176470588,청순,0
베리 네트 여리니트,퍼플,니트/스웨터,"193, 163, 214",네트,라운드넥,봄   ,4.176470588,청순,0
베리 네트 여리니트,핑크,니트/스웨터,"255, 191, 202",네트,라운드넥,봄   ,4.176470588,청순,0
벨마 뷔스티에 롱원피스,바이올렛,롱원피스,"135, 96, 169",플라워,뷔스티에,여름   ,4.818181818,청순,-0.06
보그 유넥티,버건디,티셔츠,"118, 1, 23",골지,유넥,가을   ,3.8,청순,0
보그 유넥티,블랙,티셔츠,"0, 0, 0",골지,유넥,가을   ,3.8,청순,0
부스 셔츠 미니원피스(벨트set),베이지,미니원피스,"214, 208, 174",무지,스트랩,여름 가을  ,4.1,청순,0
브런치 스퀘어 블라우스,베이지,블라우스,"217, 205, 173",무지,스퀘어넥,여름   ,5,청순,0
브린 여리핏 카라티,그레이,티셔츠,"169, 169, 169",골지,카라,겨울   ,4.651162791,청순,0
브린 여리핏 카라티,블랙,티셔츠,"0, 0, 0",골지,카라,겨울   ,4.651162791,청순,0
브린 여리핏 카라티,아이보리,티셔츠,"254, 255, 239",골지,카라,겨울   ,4.651162791,청순,0
비비 여리핏 여름가디건,그레이,가디건,"169, 169, 169",무지,브이넥,여름   ,4.386363636,청순,-0.95
비비 여리핏 여름가디건,베이지,가디건,"215, 177, 112",무지,브이넥,여름   ,4.386363636,청순,-0.95
비비 여리핏 여름가디건,스카이블루,가디건,"168, 202, 229",무지,브이넥,여름   ,4.386363636,청순,-0.95
비비 여리핏 여름가디건,아이보리,가디건,"254, 255, 239",무지,브이넥,여름   ,4.386363636,청순,-0.95
사나 슬림핏 골지가디건,그레이,가디건,"169, 169, 169",골지,단추,겨울   ,4.605015674,청순,0
사나 슬림핏 골지가디건,베이지,가디건,"215, 177, 112",골지,단추,겨울   ,4.605015674,청순,0
사나 슬림핏 골지가디건,블랙,가디건,"0, 0, 0",골지,단추,겨울   ,4.605015674,청순,0
사나 슬림핏 골지가디건,아이보리,가디건,"254, 255, 239",골지,단추,겨울   ,4.605015674,청순,0
사나 슬림핏 골지가디건,옐로우,가디건,"231, 234, 101",골지,단추,겨울   ,4.605015674,청순,0
사나 슬림핏 골지가디건,핑크,가디건,"255, 191, 202",골지,단추,겨울   ,4.605015674,청순,0
새들러 루즈핏 브이니트,아이보리,니트/스웨터,"254, 255, 239",앙고라,브이넥,겨울   ,4.714285714,청순,0
새들러 루즈핏 브이니트,퍼플그레이,니트/스웨터,"179, 188, 209",앙고라,브이넥,겨울   ,4.714285714,청순,0
샤샤 꼬임티,베이지,티셔츠,"231, 216, 203",무지,꼬임,가을   ,4.549450549,청순,0
샤샤 꼬임티,브라운,티셔츠,"190, 140, 88",무지,꼬임,가을   ,4.549450549,청순,0
샤샤 꼬임티,스카이블루,티셔츠,"184, 214, 229",무지,꼬임,가을   ,4.549450549,청순,0
샤샤 꼬임티,아이보리,티셔츠,"254, 255, 239",무지,꼬임,가을   ,4.549450549,청순,0
샤샤 꼬임티,핑크베이지,티셔츠,"222, 207, 194",무지,꼬임,가을   ,4.549450549,청순,0
샤엔 머메이드 롱원피스,크림,롱원피스,"240, 237, 225",펀칭,머메이드,봄 여름   ,4.666666667,청순,0
세니아 여리핏 프릴가디건,라이트베이지,가디건,"225, 204, 164",시스루,프릴,여름   ,5,청순,0
세레나 새틴 크롭셔츠,베이지,블라우스,"217, 205, 173",무지,크롭,가을 겨울  ,4.541666667,청순,0
세레나 새틴 크롭셔츠,블루,블라우스,"137, 168, 194",무지,크롭,가을 겨울  ,4.541666667,청순,0
세레나 새틴 크롭셔츠,아이보리,블라우스,"254, 255, 239",무지,크롭,가을 겨울  ,4.541666667,청순,0
세리 하프 폴라니트,오트밀,니트/스웨터,"236, 234, 219",무지,폴라,겨울   ,4.764705882,청순,0
세퍼 꽈배기 브이니트,스카이블루,니트/스웨터,"148, 193, 215",꽈배기,브이넥,가을 겨울  ,4.9,청순,0
셀라 퍼프 셔링블라우스,라이트베이지,블라우스,"254, 255, 239",무지,셔링,봄 여름   ,4.666666667,청순,0
셀라 퍼프 셔링블라우스,핑크,블라우스,"255, 191, 202",무지,셔링,봄 여름   ,4.666666667,청순,0
셀리아 실키 롱스커트,블랙,롱스커트,"0, 0, 0",무지,주름,봄 여름   ,4.694915254,청순,0
셀리아 실키 롱스커트,블랙 ,롱스커트,"0, 0, 0",무지,주름,봄 여름   ,4.694915254,청순,0
셀리앙 셔링 블라우스,스카이블루,블라우스,"171, 189, 203",무지,오프숄더,여름   ,5,청순,-1.9
셀리앙 셔링 블라우스,아이보리,블라우스,"254, 255, 239",무지,오프숄더,여름   ,5,청순,-1.9
셔벗 플로럴 쉬폰원피스,민트,미니원피스,"188, 229, 230",플라워,셔링,여름   ,4.285714286,청순,0
션샤인 셔츠원피스(벨트set),베이지,미니원피스,"214, 208, 174",무지,랩,겨울   ,4.166666667,청순,0
션샤인 셔츠원피스(벨트set),화이트,미니원피스,"255, 255, 255",무지,랩,겨울   ,4.166666667,청순,0
스프링 골지 가디건,그레이,가디건,"169, 169, 169",골지,단추,봄   ,4.674698795,청순,0
스프링 골지 가디건,네이비,가디건,"0, 0, 129",골지,단추,봄   ,4.674698795,청순,0
스프링 골지 가디건,라이트핑크,가디건,"230, 209, 200",골지,단추,봄   ,4.674698795,청순,0
스프링 골지 가디건,스카이블루,가디건,"168, 202, 229",골지,단추,봄   ,4.674698795,청순,0
시나 여리핏 물결가디건,네이비,가디건,"0, 0, 129",골지,슬림,여름   ,4.54,청순,0
시나 여리핏 물결가디건,라이트옐로우,가디건,"254, 255, 239",골지,슬림,여름   ,4.54,청순,0
시나 여리핏 물결가디건,아이보리,가디건,"254, 255, 239",골지,슬림,여름   ,4.54,청순,0
시노 물결 골지 여름니트,스카이블루,니트/스웨터,"148, 193, 215",골지,입술넥,여름    ,5,청순,-1.06
시엔느 롤업 폴라니트,그레이,니트/스웨터,"169, 169, 169",골지,폴라,겨울   ,4.904761905,청순,0
시엔느 롤업 폴라니트,블랙,니트/스웨터,"0, 0, 0",골지,폴라,겨울   ,4.904761905,청순,0
시엔느 롤업 폴라니트,아이보리,니트/스웨터,"254, 255, 239",골지,폴라,겨울   ,4.904761905,청순,0
실리 쉬폰 롱스커트,블랙,롱스커트,"0, 0, 0",무지,A라인,여름   ,4.52173913,청순,-0.11
실리 쉬폰 롱스커트,핑크,롱스커트,192192192,무지,A라인,여름   ,4.52173913,청순,-0.11
실리 쉬폰 롱스커트,화이트,롱스커트,84110188,무지,A라인,여름   ,4.52173913,청순,-0.11
아난티 바스켓백,아이보리,토트백,84110188,네트,토트백,여름   ,3.5,청순,-0.08
